instruction,response,output,prompt,history,summary,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
An [DATE] student named [PERSON] has been drinking alcohol in his room and with his friends.,"Hi there, this is [PERSON] at [PERON] Hall room [PERSON], his door is wide open and I[OR] think there[OR] friends inside. Can you send someone to his room ###? Green door with a silver door.","Ok, do you know the room number and building?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A student named [PERSON] was caught drinking alcohol in his room with friends. The admin asks for the room number and building, and the user provides the information. The student has left to go to Taco Bell and has alcohol in his book bag. The admin asks for the type of vehicle the student is in and the user describes it as an old green Honda Accord with a silver door. The admin assures the user that they will send an officer to look for the vehicle and the user asks to remain anonymous. The admin agrees and asks the user to contact them if the student returns to his room. The user confirms and the admin thanks them. The user then informs the admin that the student has returned and the admin says an officer will be there soon. 
 User: An [DATE] student named [PERSON] has been drinking alcohol in his room and with his friends.
Dispatcher:",[],"A student named [PERSON] was caught drinking alcohol in his room with friends. The admin asks for the room number and building, and the user provides the information. The student has left to go to Taco Bell and has alcohol in his book bag. The admin asks for the type of vehicle the student is in and the user describes it as an old green Honda Accord with a silver door. The admin assures the user that they will send an officer to look for the vehicle and the user asks to remain anonymous. The admin agrees and asks the user to contact them if the student returns to his room. The user confirms and the admin thanks them. The user then informs the admin that the student has returned and the admin says an officer will be there soon.",1,9,33.38,99,77.17,,9,11.11,88.89,77.78,44.44,11.11,11.11,0,0,11.11,0,0,0,11.11,11.11,0,0,11.11,0,11.11,0,22.22,0,11.11,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,11.11,0,0,0,0,0,0,0,11.11,0,11.11,0,0,22.22,0,11.11,11.11,0,0,0,0
please don't let him know it was me.,We promise,we wont,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A student named [PERSON] was caught drinking alcohol in his room with friends. The admin asks for the room number and building, and the user provides the information. The student has left to go to Taco Bell and has alcohol in his book bag. The admin asks for the type of vehicle the student is in and the user describes it as an old green Honda Accord with a silver door. The admin assures the user that they will send an officer to look for the vehicle and the user asks to remain anonymous. The admin agrees and asks the user to contact them if the student returns to his room. The user confirms and the admin thanks them. The user then informs the admin that the student has returned and the admin says an officer will be there soon. 
 User: An [DATE] student named [PERSON] has been drinking alcohol in his room and with his friends.
Dispatcher: Ok, do you know the room number and building? 
 User: richardson ###. he left to go to taco bell (which was not smart)
Dispatcher: Do you know if he is returning soon? 
 User: i don't know. he has alcohol in his book bag which is on him
Dispatcher: Do you know what kind of vehicle he is in 
 User: an old green honda accord (i believe) it has a sliver door though.
Dispatcher: We will send and officer to look for that vehicle. 
 User: please don't let him know it was me.
Dispatcher:","[['An [DATE] student named [PERSON] has been drinking alcohol in his room and with his friends.', 'Ok, do you know the room number and building?'], ['richardson ###. he left to go to taco bell (which was not smart)', 'Do you know if he is returning soon?'], [""i don't know. he has alcohol in his book bag which is on him"", 'Do you know what kind of vehicle he is in'], ['an old green honda accord (i believe) it has a sliver door though.', 'We will send and officer to look for that vehicle.']]","A student named [PERSON] was caught drinking alcohol in his room with friends. The admin asks for the room number and building, and the user provides the information. The student has left to go to Taco Bell and has alcohol in his book bag. The admin asks for the type of vehicle the student is in and the user describes it as an old green Honda Accord with a silver door. The admin assures the user that they will send an officer to look for the vehicle and the user asks to remain anonymous. The admin agrees and asks the user to contact them if the student returns to his room. The user confirms and the admin thanks them. The user then informs the admin that the student has returned and the admin says an officer will be there soon.",1,2,1,99,,,2,0,100,100,100,50,50,0,50,0,0,0,0,0,0,0,0,50,0,0,50,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"[PERSON]","Yes, I think so",Thank you very much for contacting [ORG]. Are they currently still in the library?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
The user contacts [ORG] and informs the admin that they are not sure if [PERSON] is still in the library. They also mention that someone found empty bottles in the women's bathroom. The admin thanks the user for the information and informs them that there is an officer at [ORG]. The admin also asks if the user knows if the bottle was left in the trash. 
 User: [PERSON]
Dispatcher:",[],The user contacts [ORG] and informs the admin that they are not sure if [PERSON] is still in the library. They also mention that someone found empty bottles in the women's bathroom. The admin thanks the user for the information and informs them that there is an officer at [ORG]. The admin also asks if the user knows if the bottle was left in the trash.,1,14,35.59,99,24.32,98.65,7,21.43,92.86,78.57,71.43,14.29,14.29,0,0,7.14,0,7.14,0,14.29,7.14,0,14.29,7.14,21.43,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,21.43,7.14,7.14,7.14,0,0,7.14,14.29,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,7.14,0,14.29,0,0,0,0,0,0,28.57,7.14,0,7.14,0,0,14.29,0
Pine hall,Which entrance are you near,Ok Im sending an officer at this time.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports smelling weed on the second floor of a residence hall and seeing smoke coming out of a window. The administrator asks which residence hall the user is in and the user responds with ""Pine hall."" The administrator thanks the user for the tip and sends an officer to investigate. The user clarifies that the incident occurred on the ladies' side of the residence hall. The administrator thanks the user again for the tip. 
 User: I smell weed on the second floor and someone told me the smoke is coming out of the window. Not sure which room
Dispatcher: Which Residence Hall Are you located in 
 User: Pine hall
Dispatcher:","[['I smell weed on the second floor and someone told me the smoke is coming out of the window. Not sure which room', 'Which Residence Hall Are you located in']]","A user reports smelling weed on the second floor of a residence hall and seeing smoke coming out of a window. The administrator asks which residence hall the user is in and the user responds with ""Pine hall."" The administrator thanks the user for the tip and sends an officer to investigate. The user clarifies that the incident occurred on the ladies' side of the residence hall. The administrator thanks the user again for the tip.",1,8,62.1,40.06,15.38,,8,25,100,75,50,25,12.5,12.5,0,0,0,0,12.5,25,12.5,0,12.5,12.5,0,0,0,25,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0
"## guys are in the room it is one guy with the pen. [NORP] five rows down on the [ORG] aisle side. Just a scare if an officer popped in to do “routine room check” would probably fix it,",Can you advise what type of pants they are wearing?,"To clarify, are you advising the male subject using the pen is [NORP]? Would you be able to provide a clothing description?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that someone is using a weed pen in a fraternity meeting. The user suggests scaring the individuals to prevent the room from smelling like weed in the morning. The admin asks for more details, including the number of people involved and a description of the individual. The user reports that there are ## guys in the room and one of them is using the pen. They also provide a possible location and clothing description. The user expresses concern about causing a scene and the admin reassures them that an officer is on the way. 
 User: [FAC] in a fraternity meeting right now someone is using a weed pen. Might be worth while to scare the guys so the room doesn't smell like weed in the morning.
Dispatcher: Thank you for the tip. Would you be able to advise how many are involved and/or a possible description of said individuals? 
 User: ## guys are in the room it is one guy with the pen. [NORP] five rows down on the [ORG] aisle side. Just a scare if an officer popped in to do “routine room check” would probably fix it,
Dispatcher:","[[""[FAC] in a fraternity meeting right now someone is using a weed pen. Might be worth while to scare the guys so the room doesn't smell like weed in the morning."", 'Thank you for the tip. Would you be able to advise how many are involved and/or a possible description of said individuals?']]","A user reports to an admin that someone is using a weed pen in a fraternity meeting. The user suggests scaring the individuals to prevent the room from smelling like weed in the morning. The admin asks for more details, including the number of people involved and a description of the individual. The user reports that there are ## guys in the room and one of them is using the pen. They also provide a possible location and clothing description. The user expresses concern about causing a scene and the admin reassures them that an officer is on the way.",1,22,81.89,99,1,,11,27.27,81.82,59.09,50,9.09,9.09,0,0,9.09,0,0,0,13.64,13.64,0,9.09,18.18,0,0,0,27.27,0,0,4.55,0,4.55,0,13.64,0,13.64,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.82,18.18,4.55,0,0,0,13.64,13.64,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,22.73,0,4.55,9.09,0,0,9.09,0
There's a girl passed out in the fourth floor [PERSON] bathroom. Had to nudge her awake - she says she's okay but just worried she'll choke or something. [ORG] closest to dorm ###.,[ACRONYM] [ACRONYM] THANK [ACRONYM] FOR THE TIP [ACRONYM] [ACRONYMY] [ACRONYM],"Officer en route, thank you for the tip","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that there is a girl passed out in the fourth floor bathroom at a specific location. The user had to wake her up and is concerned she may choke. The admin informs the user that an officer is on their way and thanks them for the tip. The user thanks the admin and later informs them that the girl must have left and they did not know her identity. The admin thanks the user for the update. 
 User: There's a girl passed out in the fourth floor [PERSON] bathroom. Had to nudge her awake - she says she's okay but just worried she'll choke or something. [ORG] closest to dorm ###.
Dispatcher:",[],A user reports to an admin that there is a girl passed out in the fourth floor bathroom at a specific location. The user had to wake her up and is concerned she may choke. The admin informs the user that an officer is on their way and thanks them for the tip. The user thanks the admin and later informs them that the girl must have left and they did not know her identity. The admin thanks the user for the update.,1,8,98.55,99,15.38,99,8,12.5,75,50,37.5,12.5,12.5,0,0,12.5,0,0,0,12.5,12.5,0,12.5,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,37.5,12.5,12.5,12.5,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0
Drug syringe needs to be disposed of before it falls on the floor and one of us accidentally steps on it. It is located down the little path that everyone uses to walk down (or up) [PERSON] it's on the bus stop pole. Thank you,Dispatcher Town [PERSON],Thank you for contacting [ORG]. Can you provide a better location? Either a cross street or a building that it is in front of.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user contacts [ORG] to report a drug syringe that needs to be disposed of before it poses a safety hazard. The syringe is located on the bus stop pole down a commonly used path. The user provides the [ORG] building number and [PERSON] as additional location details. The admin thanks the user and informs them that an officer will be sent to the location. The user expresses gratitude. 
 User: Drug syringe needs to be disposed of before it falls on the floor and one of us accidentally steps on it. It is located down the little path that everyone uses to walk down (or up) [PERSON] it's on the bus stop pole. Thank you
Dispatcher:",[],A user contacts [ORG] to report a drug syringe that needs to be disposed of before it poses a safety hazard. The syringe is located on the bus stop pole down a commonly used path. The user provides the [ORG] building number and [PERSON] as additional location details. The admin thanks the user and informs them that an officer will be sent to the location. The user expresses gratitude.,1,24,73.36,84.23,89.39,99,8,16.67,91.67,70.83,58.33,16.67,8.33,0,0,8.33,0,0,8.33,20.83,12.5,0,12.5,8.33,0,8.33,0,16.67,8.33,0,4.17,0,4.17,0,12.5,0,12.5,0,0,4.17,4.17,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,16.67,8.33,4.17,4.17,0,0,4.17,8.33,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,20.83,0,4.17,16.67,0,0,0,0,0,12.5,0,0,0,0,0,0,20.83,8.33,0,4.17,0,0,8.33,0
Yes,Do you know the specific apartment? We have many buildings that are called West,Or modern theatre?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that Room ### of West apartments smells strongly of marijuana. The admin asks if this is in the ## West or modern theatre building. The user confirms it is in the ## West apartments and specifies the location as the last door on the end of the hall. The admin assures the user that they will send an officer to investigate. The user thanks the admin and the admin responds with ""you are welcome."" 
 User: Room ### of West apartments smells very fragrant like marijuana
Dispatcher: Is this ## West? 
 User: Yes
Dispatcher:","[['Room ### of West apartments smells very fragrant like marijuana', 'Is this ## West?']]","A user reports to an admin that Room ### of West apartments smells strongly of marijuana. The admin asks if this is in the ## West or modern theatre building. The user confirms it is in the ## West apartments and specifies the location as the last door on the end of the hall. The admin assures the user that they will send an officer to investigate. The user thanks the admin and the admin responds with ""you are welcome.""",1,3,10.19,1,99,,3,33.33,100,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,33.33,0,33.33,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0
"[PERSON] in room [FAC]. He's having a party and has been doing acid and cocaine and drinking tonight. Causing problems",Would you like to speak with an officer regarding this issue?,What Kind of problems is he causing?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that [PERSON] is causing problems at a party in room [FAC]. They mention that [PERSON] has been using drugs and alcohol and causing noise and attention to the building. The admin asks for more details about the substances and the user says they were seen in [PERSON]'s room, specifically on his desk. The admin asks for [PERSON]'s current location and the user believes they are at a fraternity house. The admin asks if the user personally witnessed [PERSON] using drugs and if they are currently disturbing them. The user says no, but mentions that they have seen videos of [PERSON] using acid in the past. The admin advises the user to inform security [ORG] if [PERSON] causes any issues in the future. 
 User: [PERSON] in room [FAC]. He's having a party and has been doing acid and cocaine and drinking tonight. Causing problems
Dispatcher:",[],"A user reports to an admin that [PERSON] is causing problems at a party in room [FAC]. They mention that [PERSON] has been using drugs and alcohol and causing noise and attention to the building. The admin asks for more details about the substances and the user says they were seen in [PERSON]'s room, specifically on his desk. The admin asks for [PERSON]'s current location and the user believes they are at a fraternity house. The admin asks if the user personally witnessed [PERSON] using drugs and if they are currently disturbing them. The user says no, but mentions that they have seen videos of [PERSON] using acid in the past. The admin advises the user to inform security [ORG] if [PERSON] causes any issues in the future.",1,7,56.86,40.06,1,,7,28.57,100,71.43,71.43,28.57,14.29,0,0,0,14.29,0,14.29,0,0,0,28.57,14.29,0,0,0,14.29,0,0,0,0,0,0,71.43,0,42.86,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
"Ohh okay, my name is Shay Oladipo","Thank you for the information regarding the address of the property, is the user willing to meet with officers or just investigate what is going on?",Thank you for contacting [ORG]. We will dispatch a security officer to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a loud party with alcohol at a blue house on [FAC]. The admin asks for the user's name for their internal report, and the user provides the name Shay Oladipo. The admin thanks the user and informs them that a security officer will be dispatched to investigate. The user later asks if anyone has checked on the party yet, and the admin responds that officers are currently on site. 
 User: There is a party going in the blue house on [FAC]. I am ##% sure there is alcohol present, and the music is soooooo loud that the base is literally shaking some things in my room.
Dispatcher: We are required to obtain a full name of the person reporting the complaint for our internal report. Your information will still remain confidential. Thank you 
 User: Ohh okay, my name is Shay Oladipo
Dispatcher:","[['There is a party going in the blue house on [FAC]. I am ##% sure there is alcohol present, and the music is soooooo loud that the base is literally shaking some things in my room.', 'We are required to obtain a full name of the person reporting the complaint for our internal report. Your information will still remain confidential. Thank you']]","A user reports a loud party with alcohol at a blue house on [FAC]. The admin asks for the user's name for their internal report, and the user provides the name Shay Oladipo. The admin thanks the user and informs them that a security officer will be dispatched to investigate. The user later asks if anyone has checked on the party yet, and the admin responds that officers are currently on site.",1,13,89.52,99,2.93,99,6.5,38.46,84.62,53.85,46.15,15.38,15.38,0,7.69,7.69,0,0,0,7.69,7.69,0,15.38,7.69,0,0,0,15.38,0,0,15.38,7.69,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,30.77,7.69,7.69,7.69,0,0,7.69,23.08,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,30.77,15.38,0,0,0,0,15.38,0
They walked away from me. But I think the other one was wearing black.,Are they still in front of [ORG]?,Are they still in front of [GPE]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that there are two men smoking openly on campus, one wearing a gray hoodie. The admin asks for a description of the other man, but the user says they walked away and may have been wearing black. The admin asks if they are still in front of the location, but the user says they had to walk away and apologizes for not being able to provide more information. The admin thanks the user for their report. 
 User: There are two men smoking [GPE] very openly on campus (right outside of [ORG] currently). One is wearing a gray hoodie
Dispatcher: Can you describe the other subject? 
 User: They walked away from me. But I think the other one was wearing black.
Dispatcher:","[['There are two men smoking [GPE] very openly on campus (right outside of [ORG] currently). One is wearing a gray hoodie', 'Can you describe the other subject?']]","A user reports to an admin that there are two men smoking openly on campus, one wearing a gray hoodie. The admin asks for a description of the other man, but the user says they walked away and may have been wearing black. The admin asks if they are still in front of the location, but the user says they had to walk away and apologizes for not being able to provide more information. The admin thanks the user for their report.",1,7,56.86,97.11,97.09,,7,0,85.71,71.43,71.43,14.29,14.29,0,0,0,0,14.29,0,0,0,0,28.57,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,0,28.57,0,0,0,0,0,14.29,0,0,0,0,0,0,42.86,0,0,14.29,0,0,28.57,0
